org.apache.rocketmq.remoting.protocol.header.filtersrv.RegisterFilterServerRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.MQClientAPIImpl$4.meth,obj_level(l3),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(l7) ⊔ level(l8) ⊔ level(mqClientAPI) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(l7) ⊔ obj_level(mqClientAPI) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.MQClientAPIImpl$4.meth,obj_level(this),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(l7) ⊔ level(l8) ⊔ level(mqClientAPI) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(l7) ⊔ obj_level(mqClientAPI) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.MQClientAPIImpl$4.meth,obj_level(l4),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(l7) ⊔ level(l8) ⊔ level(mqClientAPI) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(l7) ⊔ obj_level(mqClientAPI) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.MQClientAPIImpl$4.meth,obj_level(l5),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(l7) ⊔ level(l8) ⊔ level(mqClientAPI) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(l7) ⊔ obj_level(mqClientAPI) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.MQClientAPIImpl$4.meth,obj_level(mqClientAPI),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(l7) ⊔ level(l8) ⊔ level(mqClientAPI) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(l7) ⊔ obj_level(mqClientAPI) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.MQClientAPIImpl$4.meth,obj_level(this$0),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(l7) ⊔ level(l8) ⊔ level(mqClientAPI) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(l7) ⊔ obj_level(mqClientAPI) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.GetProducerConnectionListRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection$WriteSocketService.meth,obj_level(socketChannel),pc ⊔ level(this$0) ⊔ obj_level(socketChannel) ⊔ obj_level(this$0)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection$WriteSocketService.meth,obj_level(this),pc ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.ha.autoswitch.AutoSwitchHAConnection$WriteSocketService.meth,obj_level(this$0),pc ⊔ level(this$0) ⊔ obj_level(this$0)
org.apache.rocketmq.proxy.grpc.v2.producer.SendMessageActivity$SendMessageQueueSelector.meth,obj_level(request),pc ⊔ level(this) ⊔ obj_level(request) ⊔ obj_level(this)
org.apache.rocketmq.proxy.grpc.v2.producer.SendMessageActivity$SendMessageQueueSelector.meth,obj_level(this),pc ⊔ level(request) ⊔ level(this) ⊔ obj_level(request) ⊔ obj_level(this)
org.apache.rocketmq.store.ha.DefaultHAConnection$ReadSocketService.meth,obj_level(this$0),pc ⊔ level(@socketChannel) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(@socketChannel) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.ha.DefaultHAConnection$ReadSocketService.meth,obj_level(this),pc ⊔ level(@socketChannel) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(@socketChannel) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.ha.DefaultHAConnection$ReadSocketService.meth,obj_level(@socketChannel),pc ⊔ level(@socketChannel) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(@socketChannel) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.remoting.protocol.header.SendMessageRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.broker.offset.ConsumerOrderInfoManager.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.rpc.RpcRequest.meth,obj_level(body),pc ⊔ level(body) ⊔ level(code) ⊔ level(header) ⊔ level(this) ⊔ obj_level(header)
org.apache.rocketmq.remoting.rpc.RpcRequest.meth,obj_level(header),pc ⊔ level(this) ⊔ obj_level(header)
org.apache.rocketmq.remoting.rpc.RpcRequest.meth,obj_level(this),pc ⊔ level(body) ⊔ level(code) ⊔ level(header) ⊔ level(this) ⊔ obj_level(header)
org.apache.rocketmq.namesrv.NamesrvStartup.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.topic.UpdateTopicSubCommand.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.proxy.processor.ClientProcessor.meth,obj_level(this),pc ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.proxy.processor.ClientProcessor.meth,obj_level(messagingProcessor),pc ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.proxy.processor.ClientProcessor.meth,obj_level(serviceManager),pc ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.container.InnerBrokerController.meth,obj_level(@brokerContainer),pc ⊔ level(@brokerContainer) ⊔ level(this) ⊔ obj_level(@brokerContainer) ⊔ obj_level(this)
org.apache.rocketmq.container.InnerBrokerController.meth,obj_level(this),pc ⊔ level(@brokerContainer) ⊔ level(this) ⊔ obj_level(@brokerContainer) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.RemoveBrokerRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.EndTransactionResponseHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.proxy.remoting.MultiProtocolTlsHelper.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.TraceDispatcher$Type.meth,obj_level(this),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.TraceDispatcher$Type.meth,obj_level(l1),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.remoting.netty.NettyClientConfig.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.filter.FilterFactory.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.broker.latency.BrokerFastFailure.meth,obj_level(brokerController),pc ⊔ level(brokerController) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(this)
org.apache.rocketmq.broker.latency.BrokerFastFailure.meth,obj_level(this),pc ⊔ level(brokerController) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.body.QueryConsumeQueueResponseBody.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.consumer.store.ReadOffsetType.meth,obj_level(this),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.client.consumer.store.ReadOffsetType.meth,obj_level(l1),pc ⊔ level(l1) ⊔ level(l2) ⊔ level(this) ⊔ obj_level(l1) ⊔ obj_level(this)
org.apache.rocketmq.broker.processor.AckMessageProcessor.meth,obj_level(this),pc ⊔ level(brokerController) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(this)
org.apache.rocketmq.broker.processor.AckMessageProcessor.meth,obj_level(brokerController),pc ⊔ level(brokerController) ⊔ level(this) ⊔ obj_level(brokerController) ⊔ obj_level(this)
org.apache.rocketmq.remoting.rpc.RpcRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$9.meth,obj_level(this$0),pc ⊔ level(l2) ⊔ level(l3) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(l3) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$9.meth,obj_level(l3),pc ⊔ level(l2) ⊔ level(l3) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(l3) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$9.meth,obj_level(this),pc ⊔ level(l2) ⊔ level(l3) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(l3) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.impl.producer.DefaultMQProducerImpl$9.meth,obj_level(l2),pc ⊔ level(l2) ⊔ level(l3) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(l2) ⊔ obj_level(l3) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.remoting.protocol.header.namesrv.GetKVConfigRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.timer.TimerMessageStore$AbstractStateService.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.timer.TimerMessageStore$AbstractStateService.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.common.statistics.StatisticsItemFormatter.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.common.thread.ThreadPoolWrapper.meth,obj_level(this),pc ⊔ level(name) ⊔ level(statusPrinters) ⊔ level(this) ⊔ level(threadPoolExecutor) ⊔ obj_level(name) ⊔ obj_level(statusPrinters) ⊔ obj_level(this) ⊔ obj_level(threadPoolExecutor)
org.apache.rocketmq.common.thread.ThreadPoolWrapper.meth,obj_level(name),pc ⊔ level(this) ⊔ obj_level(name) ⊔ obj_level(this)
org.apache.rocketmq.common.thread.ThreadPoolWrapper.meth,obj_level(statusPrinters),pc ⊔ level(name) ⊔ level(statusPrinters) ⊔ level(this) ⊔ level(threadPoolExecutor) ⊔ obj_level(name) ⊔ obj_level(statusPrinters) ⊔ obj_level(this) ⊔ obj_level(threadPoolExecutor)
org.apache.rocketmq.common.thread.ThreadPoolWrapper.meth,obj_level(threadPoolExecutor),pc ⊔ level(name) ⊔ level(statusPrinters) ⊔ level(this) ⊔ level(threadPoolExecutor) ⊔ obj_level(name) ⊔ obj_level(statusPrinters) ⊔ obj_level(this) ⊔ obj_level(threadPoolExecutor)
org.apache.rocketmq.remoting.protocol.namesrv.RegisterBrokerResult.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.tools.command.SubCommandException.meth,obj_level(this),pc ⊔ level(cause) ⊔ level(msg) ⊔ level(this) ⊔ obj_level(cause) ⊔ obj_level(msg)
org.apache.rocketmq.tools.command.SubCommandException.meth,obj_level(cause),pc ⊔ level(cause) ⊔ level(msg) ⊔ level(this) ⊔ obj_level(cause) ⊔ obj_level(msg)
org.apache.rocketmq.client.impl.consumer.DefaultLitePullConsumerImpl$PullTaskImpl.meth,obj_level(this$0),pc ⊔ level(messageQueue) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(messageQueue) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.impl.consumer.DefaultLitePullConsumerImpl$PullTaskImpl.meth,obj_level(messageQueue),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(messageQueue) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.impl.consumer.DefaultLitePullConsumerImpl$PullTaskImpl.meth,obj_level(this),pc ⊔ level(messageQueue) ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(messageQueue) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(name),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(valve)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(initialDelay),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(tpsItemNames) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(tpsItemNames) ⊔ obj_level(valve)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(printer),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(valve)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(this),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(tpsItemNames) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(tpsItemNames) ⊔ obj_level(valve)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(executor),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(tpsItemNames) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(tpsItemNames) ⊔ obj_level(valve)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(tpsItemNames),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(tpsItemNames) ⊔ obj_level(valve)
org.apache.rocketmq.common.statistics.StatisticsItemScheduledIncrementPrinter.meth,obj_level(valve),pc ⊔ level(executor) ⊔ level(initialDelay) ⊔ level(interval) ⊔ level(name) ⊔ level(printer) ⊔ level(this) ⊔ level(tpsItemNames) ⊔ level(valve) ⊔ obj_level(executor) ⊔ obj_level(initialDelay) ⊔ obj_level(name) ⊔ obj_level(printer) ⊔ obj_level(this) ⊔ obj_level(tpsItemNames) ⊔ obj_level(valve)
org.apache.rocketmq.client.stat.ConsumerStatsManager.meth,obj_level(this),pc ⊔ level(scheduledExecutorService) ⊔ level(this) ⊔ obj_level(scheduledExecutorService) ⊔ obj_level(this)
org.apache.rocketmq.client.stat.ConsumerStatsManager.meth,obj_level(scheduledExecutorService),pc ⊔ level(scheduledExecutorService) ⊔ level(this) ⊔ obj_level(scheduledExecutorService) ⊔ obj_level(this)
org.apache.rocketmq.broker.BrokerController$8.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.broker.BrokerController$8.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.common.ClientErrorCode.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.client.trace.AsyncTraceDispatcher$TraceDataSegment.meth,obj_level(regionId),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(regionId) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.trace.AsyncTraceDispatcher$TraceDataSegment.meth,obj_level(this),pc ⊔ level(regionId) ⊔ level(this) ⊔ level(this$0) ⊔ level(traceTopicName) ⊔ obj_level(regionId) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.trace.AsyncTraceDispatcher$TraceDataSegment.meth,obj_level(traceTopicName),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(traceTopicName)
org.apache.rocketmq.client.trace.AsyncTraceDispatcher$TraceDataSegment.meth,obj_level(this$0),pc ⊔ level(regionId) ⊔ level(this) ⊔ level(this$0) ⊔ level(traceTopicName) ⊔ obj_level(regionId) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.broker.out.BrokerOuterAPI$1.meth,obj_level(l5),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(this) ⊔ level(this$0) ⊔ level(x0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(x0)
org.apache.rocketmq.broker.out.BrokerOuterAPI$1.meth,obj_level(l4),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(this) ⊔ level(this$0) ⊔ level(x0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(x0)
org.apache.rocketmq.broker.out.BrokerOuterAPI$1.meth,obj_level(l3),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(this) ⊔ level(this$0) ⊔ level(x0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(x0)
org.apache.rocketmq.broker.out.BrokerOuterAPI$1.meth,obj_level(this$0),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(this) ⊔ level(this$0) ⊔ level(x0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(x0)
org.apache.rocketmq.broker.out.BrokerOuterAPI$1.meth,obj_level(this),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(this) ⊔ level(this$0) ⊔ level(x0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(x0)
org.apache.rocketmq.broker.out.BrokerOuterAPI$1.meth,obj_level(x0),pc ⊔ level(l3) ⊔ level(l4) ⊔ level(l5) ⊔ level(l6) ⊔ level(this) ⊔ level(this$0) ⊔ level(x0) ⊔ obj_level(l3) ⊔ obj_level(l4) ⊔ obj_level(l5) ⊔ obj_level(this) ⊔ obj_level(this$0) ⊔ obj_level(x0)
org.apache.rocketmq.proxy.processor.ConsumerProcessor.meth,obj_level(messagingProcessor),pc ⊔ level(executor) ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(executor) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.proxy.processor.ConsumerProcessor.meth,obj_level(this),pc ⊔ level(executor) ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(executor) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.proxy.processor.ConsumerProcessor.meth,obj_level(serviceManager),pc ⊔ level(executor) ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(executor) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.proxy.processor.ConsumerProcessor.meth,obj_level(executor),pc ⊔ level(executor) ⊔ level(messagingProcessor) ⊔ level(serviceManager) ⊔ level(this) ⊔ obj_level(executor) ⊔ obj_level(messagingProcessor) ⊔ obj_level(serviceManager) ⊔ obj_level(this)
org.apache.rocketmq.client.hook.EndTransactionContext.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.store.CommitLog$GroupCommitService.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.store.CommitLog$GroupCommitService.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.proxy.service.channel.SimpleChannelHandlerContext.meth,obj_level(channel),pc ⊔ level(this) ⊔ obj_level(channel) ⊔ obj_level(this)
org.apache.rocketmq.proxy.service.channel.SimpleChannelHandlerContext.meth,obj_level(this),pc ⊔ level(channel) ⊔ level(this) ⊔ obj_level(channel) ⊔ obj_level(this)
org.apache.rocketmq.client.impl.consumer.PullMessageService$1.meth,obj_level(this),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.client.impl.consumer.PullMessageService$1.meth,obj_level(this$0),pc ⊔ level(this) ⊔ level(this$0) ⊔ obj_level(this) ⊔ obj_level(this$0)
org.apache.rocketmq.remoting.protocol.header.NotifyBrokerRoleChangedRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.remoting.protocol.header.EndTransactionRequestHeader.meth,obj_level(this),pc ⊔ level(this) ⊔ obj_level(this)
org.apache.rocketmq.util.cache.LocalCache.meth,obj_level(handler),pc ⊔ level(isLru) ⊔ level(this) ⊔ obj_level(handler) ⊔ obj_level(this)
org.apache.rocketmq.util.cache.LocalCache.meth,obj_level(this),pc ⊔ level(cacheSize) ⊔ level(handler) ⊔ level(isLru) ⊔ level(this) ⊔ obj_level(handler) ⊔ obj_level(this)
